ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate,satisfaction_client (%)
Wn3489,2/12/2020,NA,West,46-55,Male,130993.73,92,322,0.24,0.15,89.4
Xq7456,5/17/2021,NA,West,NA,NA,129238.5,34,2131,0.38,0.24,50.4
Xn4341,2/24/2018,NA,North,NA,Female,100246.69,72,1667,1.3,0.15,48.2
Zx2027,5/16/2019,Direct Advertising,West,26-35,Others,12342.66,46,1090,0.97,0.23,66.6
Ty2306,1/20/2019,Online Advertising,South,56+,Others,16864.79,2,2715,0.14,0.05,39.4
Tc1881,7/8/2021,Email,West,26-35,Female,149229.32,69,935,0.46,0.24,27.6
Vk1917,5/15/2018,TV,South,56+,NA,124549.32,19,673,1.48,0.01,48.6
Kj7682,5/25/2019,TV,South,56+,Female,78760.5,40,1716,0.65,0.08,93.4
He7600,11/1/2022,Direct Advertising,West,18-25,Female,19592.12,3,2162,1.01,0.27,71.0
Yi8241,11/29/2021,NA,NA,46-55,Others,93597.1,40,2056,0.32,0.01,34.2
Bv9477,6/6/2020,Direct Advertising,North,36-45,Male,97442.16,30,1632,0.36,0.19,99.4
Kh4758,7/15/2021,Online Advertising,North,NA,Others,134234.07,99,1005,0.32,0.28,71.6
Lx5665,9/27/2018,Online Advertising,West,18-25,Male,72224.02,4,318,0.1,0.13,27.6
Nd7134,5/22/2022,NA,South,18-25,Female,120928.89,61,2115,1.03,0.07,31.0
Ee4461,12/22/2022,Email,NA,46-55,Female,6137.69,20,252,1.15,0.14,95.0
Np5467,10/5/2020,NA,North,26-35,Female,54310.09,3,1833,0.4,0.09,61.8
Dm8295,3/18/2018,NA,NA,18-25,Male,78190.92,82,1466,1.24,0.05,76.0
Ne1092,7/4/2022,Direct Advertising,North,NA,Others,40311.81,13,117,1.45,0.09,81.8
Xz2098,3/6/2022,NA,East,NA,Male,39098.46,82,731,1.15,0.29,38.2
Lz3826,4/25/2019,NA,South,NA,Female,84290.79,96,1159,0.33,0.29,51.8
Eh5007,11/6/2021,Social Networks,West,56+,Female,128694.84,75,876,0.72,0.24,46.4
Dx3342,6/19/2019,Email,North,46-55,Others,15078.99,56,2987,0.18,0.2,53.8
Ck5882,12/31/2021,Online Advertising,South,36-45,Male,65084.18,33,1951,0.62,0.13,56.0
Qn5951,5/5/2022,Direct Advertising,NA,NA,Male,93259.57,71,797,1.24,0.1,64.6
Ze3303,11/4/2022,TV,East,NA,Female,86718.8,70,1233,1.01,0.07,34.4
Un8361,3/18/2018,Direct Advertising,North,26-35,Male,56422.21,79,2611,0.64,0.23,33.6
Dc8261,8/21/2018,NA,North,18-25,Female,90216,32,2892,0.94,0.27,96.6
Rx7121,11/13/2020,Direct Advertising,South,18-25,Female,33635.13,27,1978,0.09,0.29,44.4
Ay2784,3/2/2020,TV,North,26-35,NA,108931.42,93,838,1.12,0.21,63.2
Ir5735,10/22/2021,Online Advertising,North,56+,Others,2568.27,97,1423,0.82,0.3,62.8
No7041,4/5/2021,Email,West,56+,NA,131157.24,23,2510,1.34,0.08,52.4
Oj5620,4/11/2018,TV,NA,36-45,NA,75727.77,28,1578,1.27,0.25,77.0
Ic3891,4/9/2022,TV,West,46-55,Others,63405.26,72,2925,0.39,0.14,44.0
Zl4959,8/16/2019,Online Advertising,NA,56+,Male,148874.65,67,1529,0.8,0.3,44.4
Yr5406,9/28/2021,Social Networks,West,NA,NA,38968.11,62,2362,1.24,0.26,70.2
Gb3586,12/7/2018,Social Networks,West,56+,Female,41140.35,11,1110,0.1,0.17,94.2
Rr9759,2/14/2020,NA,NA,46-55,Others,8744.83,100,621,0.41,0.24,47.2
Pa9302,8/8/2020,TV,North,NA,NA,103511.85,2,2333,0.32,0.22,75.0
Qa2916,4/30/2020,Online Advertising,East,26-35,Male,37452.66,56,2700,0.72,0.13,60.2
Vl2679,8/5/2018,Social Networks,West,36-45,Others,123397.4,16,567,0.23,0.22,52.0
Nz6541,6/19/2020,Social Networks,NA,18-25,Male,24040.51,92,2702,0.26,0.26,68.6
Uy9351,2/4/2022,TV,East,18-25,NA,3852.22,6,1263,0.89,0.1,28.2
Ml9587,7/9/2019,Direct Advertising,NA,36-45,Male,99025.03,27,419,0.81,0.16,21.8
Ba1214,5/13/2020,TV,East,26-35,Others,16478.66,14,314,0.8,0.13,38.0
Fr7252,3/21/2020,Social Networks,East,18-25,Others,135268.93,98,881,1.19,0.17,86.0
Cw4293,9/6/2019,Direct Advertising,East,26-35,Others,68130.43,71,2149,1.45,0.25,68.8
Zm1796,5/5/2018,Online Advertising,East,46-55,Male,32419.89,92,1497,0.06,0.06,71.2
Yx3068,7/23/2022,Direct Advertising,NA,36-45,NA,42633.45,44,2717,0.64,0.01,62.6
Bp1542,3/16/2018,Online Advertising,East,NA,Others,104622.03,33,1010,0.3,0.1,28.8
Nw5069,7/2/2021,NA,NA,36-45,NA,135349.39,29,2147,0.71,0.08,89.4
Um7298,7/20/2021,NA,West,56+,NA,39130.13,68,2598,1.15,0.27,51.8
Cg3566,8/6/2018,NA,East,26-35,Female,53190.85,8,1733,0.84,0.21,74.0
Ck9301,11/18/2020,Email,NA,26-35,Others,143710.62,95,2663,0.15,0.07,30.8
Ci3401,2/8/2022,Social Networks,North,56+,Male,100043.04,29,240,0.36,0.08,64.2
Sv8676,8/10/2019,Social Networks,NA,36-45,NA,33145.79,39,1687,1.36,0.28,54.2
Zq7746,4/28/2022,Social Networks,West,NA,Male,72216.16,34,993,1.29,0.1,97.4
Tc9114,9/24/2022,NA,West,26-35,Female,125796.76,25,2465,0.9,0.02,76.8
Bu6198,5/27/2018,Social Networks,North,26-35,NA,101453.62,76,1456,0.28,0.19,38.4
Df2129,7/31/2018,NA,NA,NA,Others,60710.26,NA,1871,0.28,0.15,63.8
Bo5551,10/3/2018,Direct Advertising,North,56+,Female,85885.5,65,1870,0.23,0.04,82.6
Eg3784,3/23/2022,Direct Advertising,West,26-35,NA,117895.31,68,1579,0.19,0.27,29.4
Tb9547,1/2/2021,TV,North,26-35,NA,126510.24,57,2714,0.48,0.19,74.2
Ap8503,11/9/2021,NA,North,26-35,Male,32208.2,36,845,0.88,0.22,89.0
Bi2960,6/10/2020,Direct Advertising,North,26-35,Female,29267.08,40,1206,0.34,0.21,54.8
Kf9898,1/15/2020,Online Advertising,NA,56+,NA,90327.2,29,2930,0.1,0.27,80.6
Yv8293,4/2/2020,NA,East,26-35,NA,127947.16,63,1932,1.04,0.1,44.8
Ar8132,9/8/2019,Online Advertising,South,26-35,Others,143079.43,43,357,1.03,0.19,57.2
Sd9985,2/8/2021,Online Advertising,East,46-55,Female,147990.81,93,2729,0.72,0.24,50.8
Cq5442,7/26/2021,Social Networks,East,NA,NA,5782.75,3,316,1.28,0.16,89.0
Xp5290,2/2/2022,Email,South,56+,Others,85891.07,15,2665,1.11,0.19,35.0
Rn9577,11/1/2019,NA,East,NA,Others,128985.56,59,2863,0.56,0.03,85.0
Km8636,9/22/2018,NA,West,36-45,NA,35205.35,30,236,0.56,0.08,52.0
Sg6715,7/9/2020,NA,South,26-35,Female,129054.08,59,2732,0.57,0.27,31.0
Zk6321,6/28/2020,Direct Advertising,North,46-55,Female,141666.44,45,1787,1.49,0.24,69.0
Kx1385,1/15/2021,Social Networks,West,36-45,Female,64493.97,42,909,0.89,0.01,69.8
Zx4549,1/31/2018,Online Advertising,South,46-55,Others,114602.22,69,2389,0.51,0.15,92.4
Du5480,9/18/2018,Online Advertising,East,18-25,NA,121183.93,36,1092,1.03,0.18,34.4
Xj8212,1/21/2018,Email,West,56+,NA,38568.95,85,1427,0.63,0.04,51.4
Ox3505,11/16/2018,Email,NA,36-45,Others,128470.15,76,2879,1.17,0.24,90.6
Oe1077,1/27/2019,Online Advertising,West,46-55,Female,47058.36,45,2103,0.92,0.17,80.2
Ez6900,10/1/2021,Email,North,56+,Male,101157.34,41,150,1.03,0.22,87.0
Lz6017,12/1/2020,Email,South,18-25,Others,132781.64,23,344,0.34,0.1,94.6
Hw3644,12/23/2018,Online Advertising,West,18-25,NA,79790.88,22,2182,0.39,0.22,45.2
Jp3338,11/15/2021,Online Advertising,West,46-55,NA,75159.96,26,916,0.77,0.17,37.0
Nr8899,7/7/2022,NA,North,26-35,Female,63301.02,33,1648,1.03,0.24,27.6
Xe7688,9/3/2021,Email,East,56+,Male,13185.21,88,1378,0.82,0.28,33.6
Wi4980,1/11/2018,Email,North,36-45,NA,143518.26,57,2450,0.79,0.27,89.6
Tz4247,5/19/2020,TV,West,26-35,Female,79612.71,13,64,1.07,0.11,84.0
Xa9766,7/15/2018,Direct Advertising,North,26-35,NA,101800.73,29,2554,1.03,0.1,69.0
By4753,12/8/2019,Direct Advertising,North,56+,Male,92554.41,85,385,0.68,0.26,29.4
Ma1443,11/22/2022,TV,South,26-35,Others,144329.48,2,774,0.59,0.09,77.2
Ch3916,11/2/2021,Direct Advertising,East,18-25,Male,92020.48,88,1691,0.16,0.07,34.8
Rt1502,11/5/2019,TV,South,26-35,Others,85506.97,81,706,0.69,0.13,42.4
Nv4154,5/12/2019,Social Networks,West,18-25,Others,66500.32,23,1493,0.87,0.05,62.8
Ip2678,12/24/2018,Online Advertising,East,36-45,NA,134551.65,9,1753,0.34,0.19,69.6
Xq6066,10/2/2022,Direct Advertising,East,18-25,Male,100823.76,58,2904,0.6,0.3,88.0
Ux1342,7/13/2018,Online Advertising,East,46-55,Others,14781.94,85,1254,0.41,0.13,95.4
Rx1290,11/1/2018,Social Networks,East,36-45,Male,35347.18,7,398,0.74,0.07,27.0
Wo8993,4/11/2021,Email,North,NA,Male,122500.68,18,863,1.12,0.21,59.6
Yh3392,3/30/2018,TV,North,26-35,Male,107884.61,9,2861,1.03,0.02,22.6
Yn8090,3/31/2018,Direct Advertising,South,26-35,Others,71799.25,88,2352,0.84,0.29,42.4
Qe1605,3/9/2019,Direct Advertising,South,18-25,NA,64298.4,79,2143,0.22,0.02,27.6
Lq9124,4/11/2020,Social Networks,North,46-55,Others,109824.48,61,1348,1.3,0.28,98.6
Eb8978,4/9/2018,Direct Advertising,West,56+,Female,94251.56,9,2398,1.16,0.24,22.4
Lv7240,4/29/2021,Direct Advertising,East,NA,Male,52300.21,95,92,1.23,0.14,28.2
Hd9908,8/27/2022,NA,East,18-25,Others,59339.19,49,770,0.1,0.25,78.2
Ct4196,4/2/2020,Email,NA,56+,Others,55600.13,15,671,1.16,0.16,97.6
Bq2007,5/13/2022,Email,North,36-45,NA,35503.26,89,2832,1.02,0.18,30.2
Hd8440,10/24/2020,Online Advertising,North,56+,NA,124993.5,93,1448,0.44,0.06,65.2
Um4536,11/29/2020,Online Advertising,West,46-55,Female,567.45,95,1156,0.15,0.22,79.8
Ed3071,7/8/2022,Direct Advertising,North,46-55,Male,72836.24,86,286,1.3,0.26,99.4
Gt9704,8/5/2022,TV,North,46-55,Female,91393.41,7,124,0.3,0.09,20.6
Li4585,5/23/2022,NA,East,18-25,Male,67361.15,18,528,0.94,0.01,60.4
Df6196,10/24/2019,Social Networks,NA,NA,Others,79177.57,14,1184,1.43,0.02,87.6
Gg2448,12/18/2019,Online Advertising,NA,56+,Female,41490.35,67,831,0.78,0.04,74.4
Qh4058,7/1/2022,TV,North,NA,Male,12776.97,NA,2952,0.46,0.03,78.8
We6480,7/2/2018,Email,East,18-25,NA,142100.89,70,780,0.99,0.16,47.4
Ai9278,9/1/2021,Email,South,NA,Male,13167.22,25,2750,1.34,0.23,41.6
Rr9093,9/16/2020,NA,NA,NA,Others,68744.79,84,2227,0.95,0.09,94.4
Nj6330,10/25/2019,Direct Advertising,East,26-35,Others,5623.5,28,1067,1.05,0.21,95.0
Gp3093,6/30/2021,Email,South,NA,NA,110370.36,35,1052,0.53,0.06,60.0
Ja9457,6/1/2020,NA,NA,36-45,Male,67710.26,85,599,0.78,0.26,84.4
Go4180,3/18/2019,NA,North,18-25,Female,10638.37,28,788,0.13,0.16,59.0
Wa4804,10/9/2021,Direct Advertising,South,56+,NA,50464.49,18,1754,1.19,0.21,83.6
Rl6412,2/14/2021,TV,South,36-45,Others,89598.52,69,360,1.17,0.28,57.4
Ym3161,12/15/2018,TV,NA,18-25,Female,84569.31,43,2686,1.06,0.08,34.6
Kv5267,8/14/2022,TV,North,46-55,NA,81307.24,83,2951,0.18,0.03,96.0
Ae3213,1/26/2019,Online Advertising,North,56+,NA,71772.88,66,2950,0.19,0.25,45.4
Ss6466,5/14/2018,Online Advertising,South,18-25,Male,114949.13,61,1884,0.99,0.18,85.6
Kv3746,4/24/2018,Email,South,18-25,Others,119101.49,69,2175,1.42,0.21,31.2
Fv5048,6/5/2020,NA,North,NA,Others,120563.4,4,1822,0.45,0.23,77.6
Zh8707,1/25/2020,Direct Advertising,East,26-35,Others,8054.55,42,1274,0.66,0.16,68.0
Zw3472,10/31/2019,Social Networks,North,56+,Others,132586.82,40,2358,0.52,0.19,97.4
Md9204,10/15/2022,Online Advertising,South,18-25,Others,88702.36,24,1566,0.38,0.03,27.4
Gb8389,11/26/2020,NA,North,56+,NA,96846.97,30,2019,1.17,0.04,86.4
Uy9251,12/29/2022,NA,NA,26-35,NA,17223.14,16,2219,1.24,0.14,51.0
Ii6806,2/16/2021,Social Networks,South,46-55,NA,110510.67,40,224,0.91,0.28,60.6
Ia3142,9/29/2019,NA,NA,18-25,Female,147505.98,89,94,1.45,0.14,79.2
Jb8237,11/10/2018,NA,NA,36-45,Others,43097.15,19,461,1.16,0.29,24.6
Mg2639,6/6/2020,TV,NA,NA,Others,91959.24,18,1334,0.73,0.12,49.0
Ns4605,5/22/2020,NA,East,26-35,Others,63782.66,45,2983,1.12,0.07,37.2
Tb9836,2/18/2020,Social Networks,East,46-55,Male,72390.79,80,447,1.21,0.11,59.8
Ys7374,6/14/2019,TV,North,56+,Female,4224.24,82,887,0.38,0.15,54.6
Yz5473,7/9/2022,Online Advertising,North,26-35,Male,32897.86,31,403,0.14,0.02,77.2
Rb9338,9/14/2018,NA,North,26-35,Others,49262.17,89,490,1.28,0.07,76.2
Wv6466,12/2/2018,TV,East,36-45,NA,118458.26,58,646,1.05,0.17,79.0
Ig6458,4/20/2020,Email,NA,NA,Others,10657,55,1333,1.09,0.14,58.4
Se7774,9/15/2022,Direct Advertising,South,36-45,Male,137550.34,66,577,0.11,0.02,53.2
Ub7851,6/10/2022,TV,North,56+,Female,56098.72,89,890,1.25,0.12,75.4
Lw1939,11/24/2020,Email,East,36-45,Female,124993.65,59,1650,0.43,0.07,87.6
Db3248,1/27/2020,Social Networks,South,26-35,Female,116234.77,97,1325,1.28,0.23,82.4
Nu1578,3/27/2022,Direct Advertising,North,18-25,NA,121748.95,8,2538,0.31,0.26,67.0
Dz4346,7/25/2021,Email,West,46-55,Others,74504.99,10,2327,0.58,0.23,31.8
Wo6594,8/28/2021,Direct Advertising,East,56+,Male,42792.41,62,940,0.1,0.19,68.6
Gw2643,6/1/2019,Social Networks,NA,56+,NA,41235.37,30,1913,0.96,0.27,64.6
Cu9308,1/1/2018,Direct Advertising,West,46-55,Male,47660.66,72,526,0.78,0.25,81.8
On7262,4/20/2018,Online Advertising,West,46-55,Male,119003.85,46,1309,0.6,0.21,96.0
Ch1874,11/28/2022,Email,NA,18-25,Male,114646.97,93,1282,0.6,0.23,52.0
Uw5004,3/17/2018,Social Networks,West,26-35,Others,61588.25,46,575,0.5,0.07,95.4
Jt1708,6/13/2019,NA,South,46-55,Male,5197.08,95,1282,0.05,0.17,25.0
Xr5903,11/21/2018,Online Advertising,North,18-25,NA,134142.84,56,799,0.99,0.25,35.2
Ng7186,2/10/2021,Direct Advertising,West,26-35,Male,126540.76,13,2267,0.43,0.14,46.2
Iw3784,10/19/2021,Email,South,56+,Female,6376.55,89,1465,0.5,0.2,52.0
Ge2127,1/8/2022,Direct Advertising,East,56+,Others,1976.63,29,1396,1.07,0.19,41.2
Wk9878,5/7/2020,NA,East,56+,NA,36591.62,44,2760,0.07,0.11,63.0
Nr6668,5/4/2019,Social Networks,West,46-55,Male,10325.71,85,1084,0.46,0.01,21.8
Qg6820,11/7/2018,Email,North,36-45,Others,43876.8,65,1548,0.69,0.2,98.8
Oj8469,3/9/2022,Social Networks,West,46-55,Female,25744.72,24,2506,1.49,0.02,25.4
Ov5970,2/9/2021,Social Networks,NA,46-55,NA,24275.83,42,697,0.12,0.16,32.0
Ui3421,7/13/2019,Direct Advertising,East,56+,NA,52317.46,26,1288,0.48,0.09,45.6
Vp6467,7/26/2019,Social Networks,West,18-25,Others,44912.38,44,2425,0.49,0.05,97.0
Wq1120,10/13/2021,TV,East,46-55,Female,116175.71,55,885,0.5,0.15,57.2
Bh3783,7/10/2020,Online Advertising,East,NA,NA,57532.27,29,2289,0.93,0.22,41.4
Oh8954,2/13/2020,TV,South,46-55,NA,31148.5,36,506,0.65,0.06,70.0
Gp3084,8/11/2022,NA,North,NA,NA,125470.14,20,1695,0.8,0.25,46.0
Hg3636,7/4/2022,NA,North,NA,Others,95010.36,51,2161,0.47,0.25,91.4
Mr4036,8/4/2018,TV,South,36-45,Others,20330.4,9,837,0.52,0.16,69.0
Jv6648,3/20/2022,TV,East,56+,Male,40663.22,66,2242,1.31,0.07,69.2
Lu4483,9/7/2022,NA,East,18-25,NA,14696.19,44,2344,1.5,0.27,59.2
Br3989,10/7/2021,Social Networks,East,26-35,NA,11003.06,28,2485,0.5,0.24,39.4
Gz5052,7/13/2021,Online Advertising,NA,56+,Others,63906.35,25,413,0.25,0.07,64.2
Zn7440,6/13/2022,Social Networks,South,18-25,Others,112347.23,28,2576,0.59,0.28,99.0
Cd7734,12/8/2021,Direct Advertising,North,36-45,Female,47532.85,11,656,0.36,0.14,60.8
Dh8764,3/19/2018,Online Advertising,South,56+,Female,94283.4,39,2359,0.53,0.06,29.4
Su9095,11/19/2022,Direct Advertising,NA,36-45,Male,105358.56,26,930,0.27,0.14,24.0
Fr9148,12/19/2019,Social Networks,North,NA,Others,75546.78,64,1670,0.42,0.11,38.0
Xe7257,10/14/2020,NA,South,56+,Female,131589.85,77,2810,0.48,0.06,46.2
Gf7072,11/16/2019,Online Advertising,NA,18-25,Female,66608.11,33,1416,0.49,0.09,22.4
Dj2146,6/11/2018,Online Advertising,East,NA,NA,1634.39,78,952,1.38,0.26,20.6
Hp7726,9/13/2018,Direct Advertising,South,36-45,NA,136092.88,90,1416,0.64,0.17,23.2
Dr3987,5/19/2018,Social Networks,East,36-45,Others,101634.24,52,2069,0.6,0.13,76.0
Es3244,5/27/2020,Social Networks,West,26-35,Male,53706.11,76,2692,0.08,0.26,91.2
Ge9818,10/24/2019,NA,NA,18-25,Others,77481.72,67,1277,1.32,0.02,49.0
Rz2940,9/28/2021,NA,NA,26-35,Others,1166.24,21,2926,0.6,0.29,95.6
Qj7461,1/26/2020,NA,NA,36-45,NA,104384.25,59,1295,0.85,0.17,93.2
Mr8343,3/31/2021,Direct Advertising,West,46-55,Female,40350.23,79,211,0.56,0.07,72.4
Cm4837,3/7/2019,NA,NA,NA,NA,54404.19,100,1480,1,0.12,80.6
Ym3675,6/4/2019,Online Advertising,NA,NA,Female,95021.21,82,1632,1.25,0.15,83.6
Ei9751,7/17/2020,NA,South,46-55,Male,102436.2,5,2397,0.46,0.2,52.4
Cj6924,4/28/2018,Direct Advertising,North,NA,Female,24114.92,53,2255,1.28,0.06,56.8
Yf3402,10/10/2020,Email,North,26-35,Male,144889.27,11,677,1.09,0.15,58.6
Xp4912,9/16/2020,Online Advertising,North,NA,NA,52724.4,92,2117,1.1,0.09,50.2
Nd6397,9/25/2022,Direct Advertising,South,18-25,Others,44445.93,56,73,0.47,0.07,54.6
Sb3577,10/17/2019,NA,West,36-45,Others,120796.43,60,557,0.25,0.13,83.4
Za9753,8/15/2018,Online Advertising,East,26-35,Female,126258.19,68,2651,0.94,0.1,83.2
Pm1588,10/19/2022,NA,East,36-45,Female,3806.73,42,1388,0.88,0.3,68.8
Yk2244,5/7/2019,TV,East,36-45,NA,39351.98,3,1534,0.86,0.14,53.2
Hl6607,5/21/2021,Social Networks,West,26-35,Male,3130.63,43,2600,0.78,0.29,30.8
Db5968,9/29/2019,Social Networks,NA,18-25,Female,146278.36,13,2790,1.13,0.24,37.6
Jd8784,4/25/2019,Social Networks,West,46-55,Female,25318.81,44,1168,0.69,0.05,94.2
El1344,11/5/2021,Social Networks,West,18-25,Others,116138.35,69,1694,0.99,0.28,66.8
Ml6859,9/2/2022,Direct Advertising,South,46-55,Others,65402.3,51,1636,0.3,0.19,88.0
Ms2260,7/24/2019,NA,North,18-25,Male,65043.45,89,14,0.26,0.06,62.4
Ci6412,5/20/2021,Direct Advertising,South,26-35,Others,11491.08,99,1183,0.26,0.16,70.8
Wq9319,9/30/2018,Email,North,46-55,Female,61383.67,2,1396,1.22,0.28,39.4
Pm8841,8/30/2018,Email,West,56+,Others,36707.49,85,1829,0.92,0.03,23.8
Co6945,8/16/2020,NA,West,18-25,NA,124792.81,31,1389,0.52,0.09,24.6
Al4107,5/15/2022,NA,West,NA,Male,778.34,45,1035,0.2,0.24,48.4
Fs8129,10/22/2020,Social Networks,West,46-55,Female,42387.29,75,2081,1.31,0.18,50.2
Rr5484,12/4/2021,Email,South,NA,Male,74387.08,82,1506,0.15,0.23,28.2
Ub5915,3/29/2018,Direct Advertising,South,36-45,NA,82854.74,92,496,0.63,0.3,92.6
Qr4996,10/23/2018,NA,East,26-35,NA,26172.19,35,474,1.5,0.06,34.6
Xg8424,11/14/2022,Email,North,36-45,Others,92693.15,75,336,0.72,0.19,26.0
Nj4105,1/7/2018,NA,North,46-55,Others,83788.93,46,937,1.17,0.05,37.0
Tf8172,11/5/2019,Online Advertising,East,56+,Others,11364.46,16,2287,0.97,0.05,47.4
Sd1314,9/25/2022,Email,North,46-55,Male,104883.96,25,1853,0.81,0.25,41.8
Ro1641,6/24/2021,Online Advertising,West,46-55,Female,132382.49,1,2020,1.29,0.04,26.4
Rl1852,10/10/2020,Social Networks,East,36-45,NA,127162.58,21,1491,0.93,0.29,35.8
Um4052,9/29/2019,TV,NA,NA,Female,55924.25,77,2018,1.31,0.18,26.2
Qf5265,6/10/2019,NA,South,26-35,Female,20943.28,3,913,0.32,0.23,43.2
Sn3660,12/10/2018,TV,East,NA,Male,15327.61,46,275,0.85,0.12,93.0
Io8232,10/6/2019,TV,North,26-35,Female,60781,2,2983,0.91,0.1,46.4
Qz8458,3/2/2022,Online Advertising,West,36-45,Male,119235.86,100,1784,0.86,0.15,20.4
Rp1766,12/5/2020,Social Networks,East,18-25,Male,65943.98,79,2229,0.59,0.25,62.2
Tc7815,7/7/2022,Online Advertising,East,46-55,Male,28634.89,53,1600,1.36,0.21,68.2
Zr4798,3/27/2020,Direct Advertising,East,NA,Female,46203.21,15,621,0.7,0.18,34.6
Ml5121,8/21/2020,Direct Advertising,East,36-45,Female,47332.07,37,883,0.22,0.26,48.0
Pv2503,7/14/2020,Direct Advertising,East,56+,Others,135084.4,24,2556,0.83,0.17,81.8
Ja7341,2/20/2022,Direct Advertising,West,18-25,Male,116238.25,37,643,0.79,0.09,39.6
Hr5624,10/23/2019,Direct Advertising,East,56+,Female,91358.07,1,2193,1.11,0.21,70.4
Nd2817,12/6/2021,Email,South,18-25,Female,93754.36,63,1687,1.18,0.07,58.2
Nd7746,8/30/2022,NA,West,46-55,Male,148468.69,80,714,0.42,0.09,99.4
Vm3082,10/28/2018,Direct Advertising,South,NA,NA,44559.47,35,427,0.9,0.15,68.4
Ef6053,9/28/2020,Social Networks,South,NA,NA,44672.29,46,2034,0.11,0.16,22.0
Mq3908,7/19/2018,Direct Advertising,North,18-25,NA,149982.82,82,1725,0.5,0.04,99.4
Ob6901,10/16/2018,Email,South,18-25,Female,107823.98,89,921,1.05,0.26,34.6
Cs9356,5/5/2022,TV,South,26-35,NA,144748.69,20,2814,1.46,0.21,72.4
Zg5993,1/13/2020,NA,West,26-35,Male,84986.05,80,168,0.23,0.02,60.0
Mq7601,2/12/2018,Social Networks,NA,46-55,NA,70121.98,57,2202,0.66,0.19,72.0
Rl2959,10/19/2021,TV,East,NA,Others,94617.58,25,1353,0.8,0.3,35.2
Ep1112,7/18/2021,Email,West,26-35,Female,89560.84,32,1480,0.37,0.14,87.0
Sn5037,7/9/2019,Direct Advertising,North,46-55,NA,58897.07,51,2665,1.3,0.03,88.6
Zr8348,3/28/2020,TV,NA,26-35,NA,126830.87,51,342,0.63,0.02,38.2
At2305,1/21/2021,TV,North,56+,Others,111577.69,75,171,0.1,0.21,31.0
Xk9549,10/6/2019,TV,NA,46-55,Others,26387.33,42,130,1.24,0.18,42.0
Vn8899,7/6/2020,Direct Advertising,South,56+,Others,11479.79,77,2242,0.94,0.29,57.2
Dg7345,7/14/2019,Direct Advertising,East,26-35,Male,86015.76,59,2653,1.34,0.03,84.6
Es3678,9/20/2021,TV,North,36-45,Female,73803.53,73,521,1.4,0.29,80.4
Ya7521,11/19/2022,TV,South,18-25,Others,107570.58,79,1320,0.7,0.26,95.2
Es6126,5/20/2020,Online Advertising,West,26-35,Male,78645.42,54,2447,1.23,0.24,54.6
Yi7714,3/4/2022,NA,South,NA,Male,22857.9,34,270,0.59,0.18,67.6
Oe2962,7/27/2018,Email,West,56+,Others,93120.44,37,2737,1.5,0.22,48.4
Pg3233,2/10/2020,Email,East,18-25,Female,148904.5,97,2763,1.07,0.21,47.2
Rb9518,12/11/2020,NA,East,18-25,NA,54412.04,67,2565,0.75,0.23,86.6
Gl6578,9/25/2021,Social Networks,South,56+,NA,48333.44,8,1988,1.35,0.26,79.0
Ee6630,11/6/2018,Direct Advertising,South,46-55,Female,124105.71,49,2829,0.5,0.15,74.0
Ku5729,7/10/2018,Social Networks,NA,26-35,Others,53552.98,98,2718,0.81,0.1,95.8
Tk1738,1/5/2018,Online Advertising,North,NA,Female,48929.93,37,2283,0.22,0.23,97.2
Ut1800,8/11/2019,Email,East,46-55,Male,14644.67,75,2174,0.13,0.03,61.2
Pf6466,4/24/2021,NA,North,56+,NA,123044.34,18,1930,1.37,0.23,29.0
Xw8011,8/24/2022,NA,North,46-55,Others,91967.91,29,2552,0.62,0.22,29.6
Jv8455,8/3/2019,TV,NA,18-25,Female,92129.47,86,744,0.73,0.15,22.0
Rs2633,2/5/2021,NA,East,18-25,NA,98765.98,62,396,1.24,0.27,73.8
Bs8810,3/16/2022,Online Advertising,West,NA,Male,64851.9,29,1834,0.51,0.17,28.0
Ur1228,3/22/2022,Email,East,36-45,Others,67634.24,58,1230,0.66,0.04,88.8
Fp5159,12/2/2020,Online Advertising,East,18-25,Male,95680.35,59,1831,1.24,0.21,25.2
Hw3646,8/27/2021,NA,North,36-45,Female,110615.66,81,175,1.17,0.01,51.2
My3506,11/2/2020,Online Advertising,North,56+,Male,82249.94,21,1104,0.37,0.12,77.6
Vm5226,1/9/2021,TV,NA,36-45,Male,58817.09,16,794,0.97,0.15,50.0
Ir4583,6/15/2021,TV,West,18-25,Female,109068.69,5,2117,1.1,0.15,80.6
Xc4105,10/4/2021,NA,South,46-55,Female,76766.86,92,1615,1.37,0.29,99.0
Pq2298,2/2/2018,Email,East,18-25,Female,44813.69,66,2605,1.03,0.22,90.6
Ua6084,9/16/2018,Online Advertising,West,26-35,Female,22062.64,56,2565,0.52,0.01,49.4
Cz9004,6/5/2022,NA,West,26-35,Female,959.66,90,763,0.58,0.24,39.0
Rr1824,6/15/2021,Direct Advertising,East,18-25,Female,32227.06,39,2212,0.8,0.21,46.0
Zc9517,7/6/2020,Direct Advertising,West,56+,Others,7183.94,92,1819,0.17,0.12,47.8
Zs6030,11/21/2021,TV,West,18-25,Male,47987.41,62,16,1.35,0.23,25.4
Yz2019,7/29/2019,NA,East,36-45,Female,104620.35,11,2518,0.29,0.03,92.8
